reviewStatus,compilerDecision,compilerNotes,chapter,gapRank,gapNeed,candidateDisposition,candidateId,lane,queueBucket,priority,date,title,whyConsider,selectedContextMatches,peopleOrSignals,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,Regional,910,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-010,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Mitsotakis | Cyprus | Vassiliou | Denktash | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.013, Doc 3.063; open for surrounding or enclosed material.",Doc 1.013; Doc 3.063,Greece | Mitsotakis | Cyprus | Vassiliou | Denktash | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,145,366551684,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551684. Query hit(s): Greece, Mitsotakis, Cyprus, Vassiliou, Denktash, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-001.pdf. Catalog: https://catalog.archives.gov/id/366551684.",https://catalog.archives.gov/id/366551684,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-001.pdf
,,,Regional,906,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-013,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Turkey | Ozal | Yilmaz | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation Already crosswalks to Doc 3.054, Doc 3.055; open for surrounding or enclosed material.",Doc 3.054; Doc 3.055,Mitsotakis | Cyprus | Denktash | Turkey | Ozal | Yilmaz | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,141,366551701,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551701. Query hit(s): Mitsotakis, Cyprus, Denktash, Turkey, Ozal, Yilmaz, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-001.pdf. Catalog: https://catalog.archives.gov/id/366551701.",https://catalog.archives.gov/id/366551701,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-001.pdf
,,,Regional,905,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-021,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Desert Shield/Desert Storm (November 1990) [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon No selected-document crosswalk match above threshold.",,Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon,105,366551964,Desert Shield and Desert Storm Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Desert Shield/Desert Storm (November 1990) [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551964. Query hit(s): Greek, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Greece / Turkey / Cyprus, telcon. Digital object: 41-bpr-scow-dsds-chr-91145-001.pdf. Catalog: https://catalog.archives.gov/id/366551964.",https://catalog.archives.gov/id/366551964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91145-001.pdf
,,,Regional,903,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-014,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.009, Doc 1.010, Doc 1.011; open for surrounding or enclosed material.",Doc 1.009; Doc 1.010; Doc 1.011,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,138,366551679,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551679. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-004.pdf. Catalog: https://catalog.archives.gov/id/366551679.",https://catalog.archives.gov/id/366551679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-004.pdf
,,,Regional,902,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,BC 006,Blackwill Chronological Files,High-value source pool,High-value EastMed search lead,1989-04-01,April 1989 [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Cyprus | Cypriot | Turkey | Turkish | Ozal No selected-document crosswalk match above threshold.",,Greece | Greek | Papandreou | Cyprus | Cypriot | Turkey | Turkish | Ozal,167,453248066,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, April 1989 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248066. Query hit(s): Greece, Greek, Papandreou, Cyprus, Cypriot, Turkey, Turkish, Ozal, Ozal + Turkey, Aegean, Eastern Mediterranean, Greece / Turkey / Cyprus. OCR status: First four pages OCR reviewed. PDF extent: 139 pages. Digital object: 41-bpr-nsc-blackwill_chron-30542-002.pdf. Catalog: https://catalog.archives.gov/id/453248066.",https://catalog.archives.gov/id/453248066,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30542-002.pdf
,,,Regional,902,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-015,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Vassiliou | Demirel | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.004; open for surrounding or enclosed material.",Doc 1.004,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Vassiliou | Demirel | Greece / Turkey / Cyprus | memcon | memorandum of conversation,137,366551669,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551669. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Vassiliou, Demirel, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-010.pdf. Catalog: https://catalog.archives.gov/id/366551669.",https://catalog.archives.gov/id/366551669,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-010.pdf
,,,Regional,901,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-024,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation No selected-document crosswalk match above threshold.",,Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,101,366551677,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551677. Query hit(s): Mitsotakis, Cyprus, Denktash, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-002.pdf. Catalog: https://catalog.archives.gov/id/366551677.",https://catalog.archives.gov/id/366551677,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-002.pdf
,,,Regional,899,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-016,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Eastern Mediterranean | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 2.001; open for surrounding or enclosed material.",Doc 2.001,Greek | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Eastern Mediterranean | Greece / Turkey / Cyprus | memcon | memorandum of conversation,134,366551665,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/3/89-12/16/89.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551665. Query hit(s): Greek, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-006.pdf. Catalog: https://catalog.archives.gov/id/366551665.",https://catalog.archives.gov/id/366551665,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-006.pdf
,,,Regional,895,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-006,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Listing of 1989-1992 Meetings/Telephone Calls,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz No selected-document crosswalk match above threshold.",,Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz,165,366552177,Brent Scowcroft Administrative Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Brent Scowcroft Administrative Files, Presidential Listing of 1989-1992 Meetings/Telephone Calls.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366552177. Query hit(s): Greece, Papandreou, Mitsotakis, Zolotas, Cyprus, Vassiliou, Turkey, Ozal, Demirel, Yilmaz, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-admin-85038-002.pdf. Catalog: https://catalog.archives.gov/id/366552177.",https://catalog.archives.gov/id/366552177,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85038-002.pdf
,,,Regional,890,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-017,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Turkey | Demirel | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation Already crosswalks to Doc 1.012, Doc 3.060, Doc 3.061, Doc 3.062; open for surrounding or enclosed material.",Doc 1.012; Doc 3.060; Doc 3.061; Doc 3.062,Mitsotakis | Cyprus | Denktash | Turkey | Demirel | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,125,366551704,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 4/10/92-6/30/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551704. Query hit(s): Mitsotakis, Cyprus, Denktash, Turkey, Demirel, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-004.pdf. Catalog: https://catalog.archives.gov/id/366551704.",https://catalog.archives.gov/id/366551704,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-004.pdf
,,,Regional,889,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,BC 005,Blackwill Chronological Files,High-value source pool,High-value EastMed search lead,1989-07-01,July 1989 [1],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey Already crosswalks to Doc 3.003; open for surrounding or enclosed material.",Doc 3.003,Greece | Greek | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey,189,453248090,Robert D. Blackwill Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, July 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 453248090. Query hit(s): Greece, Greek, Cyprus, Cypriot, Vassiliou, Vassiliou + Cyprus, Denktash, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: First four pages OCR reviewed. PDF extent: 135 pages. Digital object: 41-bpr-nsc-blackwill_chron-30546-001.pdf. Catalog: https://catalog.archives.gov/id/453248090.",https://catalog.archives.gov/id/453248090,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-001.pdf
,,,Regional,889,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-018,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Telephone Calls--Memorandum of Conversations 7/10/92-11/5/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Mitsotakis | Turkey | Ozal | Demirel | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation Already crosswalks to Doc 3.064; open for surrounding or enclosed material.",Doc 3.064,Greece | Mitsotakis | Turkey | Ozal | Demirel | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,124,366551705,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 7/10/92-11/5/92.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551705. Query hit(s): Greece, Mitsotakis, Turkey, Ozal, Demirel, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-005.pdf. Catalog: https://catalog.archives.gov/id/366551705.",https://catalog.archives.gov/id/366551705,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-005.pdf
,,,Regional,889,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-030,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 1/24/89-2/25/89,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Papandreou | Cyprus | Greece / Turkey / Cyprus | memcon | memorandum of conversation | telephone conversation No selected-document crosswalk match above threshold.",,Greek | Papandreou | Cyprus | Greece / Turkey / Cyprus | memcon | memorandum of conversation | telephone conversation,89,366551660,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/24/89-2/25/89.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551660. Query hit(s): Greek, Papandreou, Cyprus, Greece / Turkey / Cyprus, memcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-001.pdf. Catalog: https://catalog.archives.gov/id/366551660.",https://catalog.archives.gov/id/366551660,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-001.pdf
,,,Regional,886,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Context for selected record; screen for additional documents,RS 001-019,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Presidential Meetings--Memorandum of Conversations 4/19/89-5/31/89,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Cypriot | Vassiliou | Denktash | Greece / Turkey / Cyprus | memcon | memorandum of conversation Already crosswalks to Doc 1.001; open for surrounding or enclosed material.",Doc 1.001,Greece | Greek | Papandreou | Cypriot | Vassiliou | Denktash | Greece / Turkey / Cyprus | memcon | memorandum of conversation,121,366551662,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 4/19/89-5/31/89.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551662. Query hit(s): Greece, Greek, Papandreou, Cypriot, Vassiliou, Denktash, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-003.pdf. Catalog: https://catalog.archives.gov/id/366551662.",https://catalog.archives.gov/id/366551662,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-003.pdf
,,,Regional,881,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 001-009,Requested source pool: Scowcroft Papers,High-value source pool,High-value EastMed lead,,Desert Shield/Desert Storm (September 1990) Part I [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Yilmaz | Aegean No selected-document crosswalk match above threshold.",,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Yilmaz | Aegean,151,366551957,Desert Shield and Desert Storm Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Desert Shield/Desert Storm (September 1990) Part I [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551957. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Yilmaz, Aegean, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-dsds-chr-91144-002.pdf. Catalog: https://catalog.archives.gov/id/366551957.",https://catalog.archives.gov/id/366551957,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91144-002.pdf
,,,Regional,877,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 002-001,Requested source pool: Presidential Daily File,High-value source pool,High-value EastMed lead,1993-01-05 to 1993-01-05,"Tuesday, January 5, 1993 [2]","Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish | Demirel No selected-document crosswalk match above threshold.",,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish | Demirel,147,470418284,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, January 5, 1993 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470418284. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Demirel, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90746-009.pdf. Catalog: https://catalog.archives.gov/id/470418284.",https://catalog.archives.gov/id/470418284,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1993/41-bpr-ootp-daily_files-90746-009.pdf
,,,Regional,877,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads.",Potential gap-fill addition,RS 002-020,Requested source pool: Presidential Daily File,High-value source pool,High-value EastMed lead,1989-07-31 to 1989-07-31,"Monday, July 31, 1989","Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Cypriot | Denktash | Turkey | Turkish | Greece / Turkey / Cyprus | telephone conversation No selected-document crosswalk match above threshold.",,Cypriot | Denktash | Turkey | Turkish | Greece / Turkey / Cyprus | telephone conversation,77,470416373,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, July 31, 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416373. Query hit(s): Cypriot, Denktash, Turkey, Turkish, Greece / Turkey / Cyprus, telephone conversation. Digital object: 41-bpr-ootp-daily_files-90518-006.pdf. Catalog: https://catalog.archives.gov/id/470416373.",https://catalog.archives.gov/id/470416373,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90518-006.pdf
